index,failure_test_name,failure_file,failure_namespace_version,failure_kind,classification,failure_cause,dependency_on_V40I_source_changes,test_source_identical_to_pre_I,test_source_SHA256,pre_existing_failure_reproduced_without_V40I_source,baseline_commit,baseline_mode,independent_environment_or_missing_dependency,original_message,baseline_message,branch_test_note,forensic_source_changes_to_force_pass
52,tests.test_v16_3_correction::test_current_cache_manifest_covers_each_reproducible_npz,tests\test_v16_3_correction.py,v16,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,5cd01ce84ea4690978e12251a970f2410fb4f5e2357e906e10227e1e85f1b459,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,FileNotFoundError: [WinError 3] 지정된 경로를 찾을 수 없습니다: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v16_3_candidate\\data\\D1_AC_ANCHOR_CURRENT_SENSITIVITY_2025-04-02.npz',FileNotFoundError: [WinError 3] 지정된 경로를 찾을 수 없습니다: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v16_3_candidate\\data\\D1_AC_ANCHOR_CURRENT_SENSITIVITY_2025-04-02.npz',,False
53,tests.test_v16_3_final_artifacts::test_all_final_days_are_preserved,tests\test_v16_3_final_artifacts.py,v16,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,736d2b1ad07d5f2afd0737b55be2f76f5696b4c7723a75263ddd21f549e2014d,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"assert 0 == 54
 +  where 0 = len([])","assert 0 == 54
 +  where 0 = len([])",,False
54,tests.test_v16_3_final_artifacts::test_case_status_and_dual_ac_counts_are_exact,tests\test_v16_3_final_artifacts.py,v16,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,736d2b1ad07d5f2afd0737b55be2f76f5696b4c7723a75263ddd21f549e2014d,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,assert (0 == 21),assert (0 == 21),,False
55,tests.test_v16_3_final_artifacts::test_independent_planning_and_trust_audit_passes,tests\test_v16_3_final_artifacts.py,v16,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,736d2b1ad07d5f2afd0737b55be2f76f5696b4c7723a75263ddd21f549e2014d,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,ValueError: max() arg is an empty sequence,ValueError: max() arg is an empty sequence,,False
56,tests.test_v16_3_final_artifacts::test_raw_schedule_hashes_and_tracked_artifact_hashes_match,tests\test_v16_3_final_artifacts.py,v16,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,736d2b1ad07d5f2afd0737b55be2f76f5696b4c7723a75263ddd21f549e2014d,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,StopIteration,StopIteration,,False
57,tests.test_v17_external_h100_identifiability::test_prechange_authority_v1_v2_rcmqt_v5_hj_and_restoration_are_byte_identical,tests\test_v17_external_h100_identifiability.py,v17,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,0512a903ae6ef126895927814faad6ce0adb33f14da5e59e3fd2be8a8e8dc508,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"AssertionError: dayahead/artifacts/v17_candidate/ac_cache/data/D1_AC_ANCHOR_CURRENT_SENSITIVITY_2025-04-02.npz
assert False
 +  where False = is_file()
 +    where is_file = WindowsPath('C:/codex_mobileess_workspace/MobileESS_v40a_bounded_iterative_coopt/dayahead/artifacts/v17_candidate/ac_cache/data/D1_AC_ANCHOR_CURRENT_SENSITIVITY_2025-04-02.npz').is_file","AssertionError: dayahead/artifacts/v17_candidate/ac_cache/data/D1_AC_ANCHOR_CURRENT_SENSITIVITY_2025-04-02.npz
assert False
 +  where False = is_file()
 +    where is_file = WindowsPath('C:/codex_mobileess_workspace/v40i_prechange_tests/dayahead/artifacts/v17_candidate/ac_cache/data/D1_AC_ANCHOR_CURRENT_SENSITIVITY_2025-04-02.npz').is_file",,False
58,tests.test_v17_external_h100_identifiability::test_final_review_is_fail_closed_v1_active_and_hash_complete,tests\test_v17_external_h100_identifiability.py,v17,failure,UNRELATED_PREEXISTING_FROZEN_ARTIFACT_FAILURE,HISTORICAL_FROZEN_ARTIFACT_HASH_OR_SIZE_MISMATCH: inherited files do not match older version seal; reproduced before I code exists,False,True,0512a903ae6ef126895927814faad6ce0adb33f14da5e59e3fd2be8a8e8dc508,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,False,"AssertionError: assert 'f41e38664584...feccf4ed189e4' == '2436416fb24b...ac659bcd594f7'
  
  - 2436416fb24b5c2e21c18e9f84e9ede09776714a6097074c133ac659bcd594f7
  + f41e38664584c99a8e61d580236fce0641fc7d09f08c8ddf94afeccf4ed189e4","AssertionError: assert 'f41e38664584...feccf4ed189e4' == '2436416fb24b...ac659bcd594f7'
  
  - 2436416fb24b5c2e21c18e9f84e9ede09776714a6097074c133ac659bcd594f7
  + f41e38664584c99a8e61d580236fce0641fc7d09f08c8ddf94afeccf4ed189e4",,False
59,tests.test_v17_external_share_admissibility::test_archived_sources_and_parent_evidence_match_frozen_hashes,tests\test_v17_external_share_admissibility.py,v17,failure,UNRELATED_PREEXISTING_FROZEN_ARTIFACT_FAILURE,HISTORICAL_FROZEN_ARTIFACT_HASH_OR_SIZE_MISMATCH: inherited files do not match older version seal; reproduced before I code exists,False,True,8607daada577b5d4bd96e1cc93b0ec3610966f65c2514cdea258b6401323d76f,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,False,RuntimeError: archive hash mismatch for dayahead/artifacts/v17_candidate/V17_AIDC_FLEXIBLE_SHARE_AUTHORITY_PRECHECK.json: 7e7c58e8c3309fa4c1c82acf21c1160f98357b99a3d11e4169ea81e3f59f9302 != 2e3797d20b38ed9a97280b6a51446bf28a4b879b49290f25a003e85063af3232,RuntimeError: archive hash mismatch for dayahead/artifacts/v17_candidate/V17_AIDC_FLEXIBLE_SHARE_AUTHORITY_PRECHECK.json: 7e7c58e8c3309fa4c1c82acf21c1160f98357b99a3d11e4169ea81e3f59f9302 != 2e3797d20b38ed9a97280b6a51446bf28a4b879b49290f25a003e85063af3232,,False
60,tests.test_v17_v3r2_eagle_forensic::test_active_v1_hj_ac_and_rejected_extensions_remain_byte_identical,tests\test_v17_v3r2_eagle_forensic.py,v17,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,5629bb236375a565f7c214a4064e8114459d7884a85d91b46313092fc0acb1be,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v17_candidate\\ac_cache_v5\\data\\D1_AC_ANCHOR_CURRENT_SENSITIVITY_2025-04-02.npz',FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v17_candidate\\ac_cache_v5\\data\\D1_AC_ANCHOR_CURRENT_SENSITIVITY_2025-04-02.npz',,False
61,tests.test_v17_v4_whole_gpu_gres::test_frozen_prechange_records_remain_byte_identical,tests\test_v17_v4_whole_gpu_gres.py,v17,failure,UNRELATED_PREEXISTING_FROZEN_ARTIFACT_FAILURE,HISTORICAL_FROZEN_ARTIFACT_HASH_OR_SIZE_MISMATCH: inherited files do not match older version seal; reproduced before I code exists,False,True,adf0d80cfcd0160aa30475ec021599525c677cdbd7b305813481e9f973439d6e,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,False,"AssertionError: dayahead/artifacts/v17_candidate/V17_AIDC_FLEXIBLE_SCALE_ATTRITION_FORENSIC.json
assert 38722 == 39526
 +  where 38722 = os.stat_result(st_mode=33206, st_ino=1407374885487118, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=38722, st_atime=1788603239, st_mtime=1788603239, st_ctime=1788603239).st_size
 +    where os.stat_result(st_mode=33206, st_ino=1407374885487118, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=38722, st_atime=1788603239, st_mtime=1788603239, st_ctime=1788603239) = stat()
 +      where stat = WindowsPath('C:/codex_mobileess_workspace/MobileESS_v40a_bounded_iterative_coopt/dayahead/artifacts/v17_candidate/V17_AIDC_FLEXIBLE_SCALE_ATTRITION_FORENSIC.json').stat","AssertionError: dayahead/artifacts/v17_candidate/V17_AIDC_FLEXIBLE_SCALE_ATTRITION_FORENSIC.json
assert 38722 == 39526
 +  where 38722 = os.stat_result(st_mode=33206, st_ino=844424932170142, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=38722, st_atime=1788682819, st_mtime=1788682819, st_ctime=1788682819).st_size
 +    where os.stat_result(st_mode=33206, st_ino=844424932170142, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=38722, st_atime=1788682819, st_mtime=1788682819, st_ctime=1788682819) = stat()
 +      where stat = WindowsPath('C:/codex_mobileess_workspace/v40i_prechange_tests/dayahead/artifacts/v17_candidate/V17_AIDC_FLEXIBLE_SCALE_ATTRITION_FORENSIC.json').stat",,False
62,tests.test_v22s_scale_authority.V22SAuthorityTests::test_ml_code_changed_files_zero,tests\test_v22s_scale_authority.py,v22s,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_GIT_IDENTITY_CONTRACT: old branch/starting HEAD/base comparison is incompatible with later V40H/V40I branch; legacy source differences predate I,False,True,337f0379c64ff13adae3d13d72de7a3f33a148750628abd58690b67bebb37b3d,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"AssertionError: '' != 'dayahead/ml/beacon_flex/__init__.py\ndaya[4434 chars]c.py'
Diff is 4593 characters long. Set self.maxDiff to None to see it.","AssertionError: '' != 'dayahead/ml/beacon_flex/__init__.py\ndaya[4434 chars]c.py'
Diff is 4593 characters long. Set self.maxDiff to None to see it.",,False
63,tests.test_v22s_scale_authority.V22SAuthorityTests::test_preservation_manifest_matches_all_protected_files,tests\test_v22s_scale_authority.py,v22s,failure,UNRELATED_PREEXISTING_FROZEN_ARTIFACT_FAILURE,HISTORICAL_FROZEN_ARTIFACT_HASH_OR_SIZE_MISMATCH: inherited files do not match older version seal; reproduced before I code exists,False,True,337f0379c64ff13adae3d13d72de7a3f33a148750628abd58690b67bebb37b3d,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,False,AssertionError: False is not true : dayahead/artifacts/v17_candidate/ac_cache/data/D1_AC_ANCHOR_CURRENT_SENSITIVITY_2025-04-02.npz,AssertionError: False is not true : dayahead/artifacts/v17_candidate/ac_cache/data/D1_AC_ANCHOR_CURRENT_SENSITIVITY_2025-04-02.npz,,False
