candidate,path,line,text
AzureLLM,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1882,"        ""relative_path"": ""데이터 센터/Microsoft Azure LLM Inference Dataset 2024/AzurePublicDataset-AzureLLMInferenceDataset2024.md at master · Azure-AzurePublicDataset.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1822,"        ""relative_path"": ""데이터 센터/Eagle Jobs + Additional Energy Metrics/NLR HPC Eagle Jobs Data and Additional Energy Metrics - NLR Data Catalog.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1827,"        ""relative_path"": ""데이터 센터/Eagle Jobs + Additional Energy Metrics/esif.hpc.eagle.job-anon-energy-metrics.zip"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1902,"        ""relative_path"": ""데이터 센터/NLR Eagle Jobs + Energy Metrics/NLR HPC Eagle Jobs Data and Additional Energy Metrics - NLR Data Catalog.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1907,"        ""relative_path"": ""데이터 센터/NLR Eagle Jobs + Energy Metrics/datacard.md"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1912,"        ""relative_path"": ""데이터 센터/NLR Eagle Jobs + Energy Metrics/esif.hpc.eagle.job-anon-energy-metrics.zip"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1832,"        ""relative_path"": ""데이터 센터/Eagle 전체 node 전력/NLR HPC Eagle Node Power Data - NLR Data Catalog.url"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1837,"        ""relative_path"": ""데이터 센터/Eagle 전체 node 전력/esif.hpc.eagle.ilo-power.2023.zip"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1842,"        ""relative_path"": ""데이터 센터/Eagle 전체 node 전력/esif.hpc.eagle.ilo-power.2024.zip"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1917,"        ""relative_path"": ""데이터 센터/NLR HPC Eagle 장기 노드 전력 데이터/NLR HPC Eagle Node Power Data - NLR Data Catalog.url"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1922,"        ""relative_path"": ""데이터 센터/NLR HPC Eagle 장기 노드 전력 데이터/esif.hpc.eagle.ilo-power.2019.zip"","
DISPATCHPRICE,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,112,"        ""relative_path"": ""2024 DISPATCHPRICE/PUBLIC_ARCHIVE#DISPATCHPRICE#FILE01#202408010000.zip"","
DISPATCHPRICE,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,117,"        ""relative_path"": ""2024 DISPATCHPRICE/PUBLIC_ARCHIVE#DISPATCHPRICE#FILE01#202409010000.zip"","
DISPATCHPRICE,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,122,"        ""relative_path"": ""2024 DISPATCHPRICE/PUBLIC_ARCHIVE#DISPATCHPRICE#FILE01#202410010000.zip"","
DISPATCHPRICE,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,127,"        ""relative_path"": ""2024 DISPATCHPRICE/PUBLIC_ARCHIVE#DISPATCHPRICE#FILE01#202411010000.zip"","
DISPATCHPRICE,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,132,"        ""relative_path"": ""2024 DISPATCHPRICE/PUBLIC_ARCHIVE#DISPATCHPRICE#FILE01#202412010000.zip"","
AEMOGeneration,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,292,"        ""relative_path"": ""AEMO Generation Information/AEMO - Generation information.url"","
AEMOGeneration,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,297,"        ""relative_path"": ""AEMO Generation Information/NEM Generation Information July 2025.xlsx"","
AEMOGeneration,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,302,"        ""relative_path"": ""AEMO Generation Information/NEM Generation Information Oct 2025.xlsx"","
AEMOGeneration,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,307,"        ""relative_path"": ""AEMO Generation Information/NEM-Generation-Information-April-2025.xlsx"","
AEMOGeneration,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,312,"        ""relative_path"": ""AEMO Generation Information/NEM-Generation-Information-January-2025.xlsx"","
JemenaZone,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,712,"        ""relative_path"": ""Jemena 2025 zone-substation/zone substations.zip"","
JemenaLoops,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,727,"        ""relative_path"": ""Jemena subtransmission loops/sub-transmission loops.zip"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,767,"        ""relative_path"": ""WAN/M-Lab.zip"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,772,"        ""relative_path"": ""WAN/M-Lab/mlab_melbourne_2025_01.csv.csv"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,777,"        ""relative_path"": ""WAN/M-Lab/mlab_melbourne_2025_02.csv.csv"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,782,"        ""relative_path"": ""WAN/M-Lab/mlab_melbourne_2025_03.csv.csv"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,787,"        ""relative_path"": ""WAN/M-Lab/mlab_melbourne_2025_04.csv.csv"","
ERA5,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1872,"        ""relative_path"": ""데이터 센터/Melbourne 장기 외기 데이터/ERA5-Land hourly data from 1950 to present.url"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,91,"        ""relative_path"": ""Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행.html"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,96,"        ""relative_path"": ""Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/6f337260-dfe3-411a-b075-86b8c0bc11be.png"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,101,"        ""relative_path"": ""Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/AnimatedMascot-dx2jnhv5.css"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,106,"        ""relative_path"": ""Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/DatePicker-lvtkn77u.css"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,111,"        ""relative_path"": ""Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/Image-nnxrmk5d.css"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,341,"        ""relative_path"": ""BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_1.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,346,"        ""relative_path"": ""BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_2.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,351,"        ""relative_path"": ""BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_3.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,356,"        ""relative_path"": ""BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_without_fails_1.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,361,"        ""relative_path"": ""BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_without_fails_2.csv"","
AzureLLM,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,466,"        ""relative_path"": ""Microsoft Azure LLM Inference Dataset 2024/AzureLLMInferenceTrace_conv_1week.csv"","
AzureLLM,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,471,"        ""relative_path"": ""Microsoft Azure LLM Inference Dataset 2024/AzurePublicDataset-AzureLLMInferenceDataset2024.md at master · Azure-AzurePublicDataset.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,411,"        ""relative_path"": ""Eagle Jobs + Additional Energy Metrics/NLR HPC Eagle Jobs Data and Additional Energy Metrics - NLR Data Catalog.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,416,"        ""relative_path"": ""Eagle Jobs + Additional Energy Metrics/esif.hpc.eagle.job-anon-energy-metrics.zip"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,491,"        ""relative_path"": ""NLR Eagle Jobs + Energy Metrics/NLR HPC Eagle Jobs Data and Additional Energy Metrics - NLR Data Catalog.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,496,"        ""relative_path"": ""NLR Eagle Jobs + Energy Metrics/datacard.md"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,501,"        ""relative_path"": ""NLR Eagle Jobs + Energy Metrics/esif.hpc.eagle.job-anon-energy-metrics.zip"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,421,"        ""relative_path"": ""Eagle 전체 node 전력/NLR HPC Eagle Node Power Data - NLR Data Catalog.url"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,426,"        ""relative_path"": ""Eagle 전체 node 전력/esif.hpc.eagle.ilo-power.2023.zip"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,431,"        ""relative_path"": ""Eagle 전체 node 전력/esif.hpc.eagle.ilo-power.2024.zip"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,506,"        ""relative_path"": ""NLR HPC Eagle 장기 노드 전력 데이터/NLR HPC Eagle Node Power Data - NLR Data Catalog.url"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,511,"        ""relative_path"": ""NLR HPC Eagle 장기 노드 전력 데이터/esif.hpc.eagle.ilo-power.2019.zip"","
ERA5,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28_final_dayahead_actual\V28_PRECHANGE_PRESERVATION_MANIFEST.json,461,"        ""relative_path"": ""Melbourne 장기 외기 데이터/ERA5-Land hourly data from 1950 to present.url"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v38_aidc_spatiotemporal_wan\V38_WAN_FIELD_SEMANTICS_AUDIT.json,36,"      ""source"": ""M-Lab"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v38_aidc_spatiotemporal_wan\V38_WAN_FIELD_SEMANTICS_AUDIT.json,47,"      ""source"": ""RIPE Atlas"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v38_aidc_spatiotemporal_wan\V38_WAN_LATENCY_BINDING_AUDIT.json,2,"  ""M_Lab_throughput_used"": false,"
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v38_aidc_spatiotemporal_wan\V38_WAN_LATENCY_BINDING_AUDIT.json,3,"  ""RIPE_RTT_used"": false,"
scheduler,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v40i_authority_electrical_closure\V40I_FULL_REPOSITORY_FAILURES.json,1,"[{""details"":""tests\\dayahead\\test_g56_freeze_artifacts.py:43: in test_production_weight_file_and_config_fingerprints_are_reproducible\n    torch = __import__(\""torch\"")\nE   ModuleNotFoundError: No module named 'torch'"",""file"":""tests\\dayahead\\test_g56_freeze_artifacts.py"",""kind"":""failure"",""message"":""ModuleNotFoundError: No module named 'torch'"",""test"":{""classname"":""tests.dayahead.test_g56_freeze_artifacts"",""name"":""test_production_weight_file_and_config_fingerprints_are_reproducible"",""time"":""0.001""}},{""details"":""tests\\dayahead\\test_v28r2_certificates_ledgers.py:104: in test_production_factory_binds_all_steps_without_running_them\n    spec = build_day_run_spec(REPO, \""2025-04-01\"", \""non-authority-smoke\"")\ndayahead\\v28r2\\production_handlers.py:74: in build_day_run_spec\n    _manifest_path, source = _source_manifest(repo, day)\ndayahead\\v28r2\\production_handlers.py:47: in _source_manifest\n    payload = json.loads(path.read_text(encoding=\""utf-8\""))\nC:\\Users\\kjw39\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\pathlib.py:1058: in read_text\n    with self.open(mode='r', encoding=encoding, errors=errors) as f:\nC:\\Users\\kjw39\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\pathlib.py:1044: in open\n    return io.open(self, mode, buffering, encoding, errors, newline)\nE   FileNotFoundError: [Errno 2] No such file or directory: 'C:\\\\codex_mobileess_workspace\\\"
scheduler,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v40i_authority_electrical_closure\V40I_FULL_REPOSITORY_FAILURE_CLASSIFICATION.json,310,"      ""original_message"": ""FileNotFoundError: [WinError 3] 지정된 경로를 찾을 수 없습니다: 'C:\\\\Users\\\\kjw39\\\\OneDrive\\\\Desktop\\\\4-2\\\\Mobile ESS\\\\raw데이터\\\\데이터 센터\\\\NLR_scheduler_authority\\\\09_ScientificData2026_H100_B200_Workloads_Figshare31654879\\\\02_code_repo\\\\Single_Machine_Dataset\\\\Reinforcment Learning\\\\Training Code\\\\slprj\\\\sim\\\\varcache\\\\RL_Renewable_energy_smoothing'"","
scheduler,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v40i_authority_electrical_closure\V40I_FULL_REPOSITORY_FAILURE_CLASSIFICATION.json,311,"      ""baseline_message"": ""FileNotFoundError: [WinError 3] 지정된 경로를 찾을 수 없습니다: 'C:\\\\Users\\\\kjw39\\\\OneDrive\\\\Desktop\\\\4-2\\\\Mobile ESS\\\\raw데이터\\\\데이터 센터\\\\NLR_scheduler_authority\\\\09_ScientificData2026_H100_B200_Workloads_Figshare31654879\\\\02_code_repo\\\\Single_Machine_Dataset\\\\Reinforcment Learning\\\\Training Code\\\\slprj\\\\sim\\\\varcache\\\\RL_Renewable_energy_smoothing'"","
scheduler,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v40i_authority_electrical_closure\V40I_PRECHANGE_FAILURES.json,1,"[{""classname"": ""tests.dayahead.test_v29_final_review"", ""name"": ""test_v29_artifact_sha_self_consistency"", ""message"": ""AssertionError: assert 3052 == 3073\n +  where 3052 = os.stat_result(st_mode=33206, st_ino=562949955460530, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=3052, st_atime=1788682822, st_mtime=1788682822, st_ctime=1788682822).st_size\n +    where os.stat_result(st_mode=33206, st_ino=562949955460530, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=3052, st_atime=1788682822, st_mtime=1788682822, st_ctime=1788682822) = stat()\n +      where stat = WindowsPath('C:/codex_mobileess_workspace/v40i_prechange_tests/dayahead/artifacts/v29_grid_responsive_aidc/V29_4DAY_ACTUAL_RESULTS.csv').stat"", ""details"": ""tests\\dayahead\\test_v29_final_review.py:43: in test_v29_artifact_sha_self_consistency\n    assert path.stat().st_size == row[\""bytes\""]\nE   AssertionError: assert 3052 == 3073\nE    +  where 3052 = os.stat_result(st_mode=33206, st_ino=562949955460530, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=3052, st_atime=1788682822, st_mtime=1788682822, st_ctime=1788682822).st_size\nE    +    where os.stat_result(st_mode=33206, st_ino=562949955460530, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=3052, st_atime=1788682822, st_mtime=1788682822, st_ctime=1788682822) = stat()\nE    +      where stat = WindowsPath('C:/codex_mobileess_"
scheduler,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v40i_authority_electrical_closure\dual_forensic\V40I_AIDC_REACTIVE_MODEL_FINAL_AUDIT.md,7,"Raw 목록 22,981개와 parquet schema 2,486개, 기존 repository schema 후보 3,335개를 선별하고 실제 producer/authority 경로를 추적했다. NLR 원본은 active-power/PUE만 제공한다. 독립 AIDC time-varying Q/PF authority는 확인되지 않았다. 미해독 RADDiT embedding parquet 45개 등 검색 한계를 JSON에 보존했다."
scheduler,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v40i_authority_electrical_closure\dual_forensic\V40I_AIDC_TIME_VARYING_PF_FORENSIC.json,1,"{""P5_P50_P95"":null,""equipment_marketing_sources"":[{""bytes"":16232,""path"":""C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\melbourne_aidc_april2025_scale\\MELBOURNE_AIDC_APRIL2025_SCALE_SOURCE_REGISTRY.json"",""relative_path"":""MELBOURNE_AIDC_APRIL2025_SCALE_SOURCE_REGISTRY.json"",""sha256"":""5996c356ab392bfd3503750a867c592698836381d09f4f9b0c02ac7790db1cba""},{""bytes"":36329,""path"":""C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v22s_melbourne_12site_scale\\V22S_12SITE_SOURCE_REGISTRY.json"",""relative_path"":""V22S_12SITE_SOURCE_REGISTRY.json"",""sha256"":""fa4fc5a745d8ffd977341d3ef82909989fec6afeb71eff1996f27d8f644fc5e9""},{""bytes"":7199,""path"":""C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v22s_r1_final_operating_scale\\V22SR1_SOURCE_REVERIFICATION.json"",""relative_path"":""V22SR1_SOURCE_REVERIFICATION.json"",""sha256"":""10fc90642aa4b6f0c0b4756fc53084f3d63b5b3c982eb06801c72e22db45feae""}],""facility_source"":{""Q_authority_quality"":""NONE_FOR_AIDC_Q"",""date_coverage"":[""2015-11-10T03:00:01+00:00"",""2025-08-29T04:35:08.461000+00:00""],""measured_vs_derived"":""Facility active-power components/PUE; no reactive/PF columns"",""path"":{""bytes"":109685321,""path"":""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\NLR ESIF PUE  IT Power\\esif.influx.buildingData.PUE.combi"
scheduler,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v40i_authority_electrical_closure\dual_forensic\V40I_H100_INPUT_HASHES.json,1,"{""post_read_hashes_identical"":true,""pre_read_records"":[{""bytes"":29276442,""path"":""C:\\Users\\kjw39\\OneDrive\\문서\\ChatGPT\\Mobile ESS 2\\MobileESS_v35r3d_kestrel_runtime_authority_closure\\dayahead\\cache\\v35r3d_kestrel_runtime_authority_closure\\kestrel_preissue_normalized.parquet"",""relative_path"":""kestrel_preissue_normalized.parquet"",""sha256"":""2a8cf4ac8f86a30d0a7dcf999e2064316b556194f8bbc291f09cc85a2d7e101f""},{""bytes"":10798,""path"":""C:\\Users\\kjw39\\OneDrive\\문서\\ChatGPT\\Mobile ESS 2\\MobileESS_v35r3d_kestrel_runtime_authority_closure\\dayahead\\cache\\v35r3d_kestrel_runtime_authority_closure\\issue_fit_audit.json"",""relative_path"":""issue_fit_audit.json"",""sha256"":""44bcc86a1a9683b451c51795c5a7457c5ba547aa11d8578bc8128235e900ebe4""},{""bytes"":1282286,""path"":""C:\\Users\\kjw39\\OneDrive\\문서\\ChatGPT\\Mobile ESS 2\\MobileESS_v35r3d_kestrel_runtime_authority_closure\\dayahead\\cache\\v35r3d_kestrel_runtime_authority_closure\\calibration_predictions.parquet"",""relative_path"":""calibration_predictions.parquet"",""sha256"":""947397d3ef4b5ba15f20247cd99771ca181c189f6800b02673bd90bd917b697d""},{""bytes"":3083,""path"":""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\NLR_scheduler_authority\\07_hpc-oda-commons\\src\\hpc_oda_commons\\models\\feature_policy.py"",""relative_path"":""feature_policy.py"",""sha256"":""440dfd5d9b6eff8f088248c7039dfeb9a14558f8ff71e2a6c457929063a2eb9b""},{""bytes"""
scheduler,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v40i_authority_electrical_closure\dual_forensic\V40I_PENDING_RUNTIME_FEATURE_AUDIT.json,1,"{""H100_standby_identity_model_visible"":""YES"",""categorical_grouping_caveat"":""Input identity is available. Exact final one-hot/SVD mappings and final tree leaf routing were not persisted."",""category_training_counts"":{""partition"":{""bigmem"":1478,""bigmem-stdby"":13,""bigmeml"":160,""bigmeml-stdby"":13,""csc"":35384,""debug"":14075,""debug-gpu"":2278,""debug-gpu-stdby"":3,""debug-stdby"":419,""gpu-h100"":86410,""gpu-h100-stdby"":87505,""gpu-h100l"":973,""gpu-h100s"":32422,""gpu-h100s-stdby"":86,""hbw"":4506,""hbwl"":23,""long"":10274,""long-stdby"":874,""nvme"":41,""project_3"":3760,""shared"":188475,""shared-stdby"":9110,""sharedl"":308,""sharedl-stdby"":3,""short"":348002,""short-stdby"":417,""standard"":371976,""standard-stdby"":89692},""qos"":{""Unknown"":125,""high"":149631,""normal"":951186,""standby"":187863}},""feature_omission_verdict"":""REJECTED"",""features"":[{""H100_tail_relevance"":""Request or identity can condition point estimates; not a conditional uncertainty estimate"",""model_visible"":""YES"",""name"":""num_cores_req"",""source"":""processors_req"",""transformation"":""Numeric matrix column""},{""H100_tail_relevance"":""Request or identity can condition point estimates; not a conditional uncertainty estimate"",""model_visible"":""YES"",""name"":""num_gpus_req"",""source"":""gpus_requested"",""transformation"":""Numeric matrix column""},{""H100_tail_relevance"":""Request or identity can condition point estimates; not a conditional uncertainty estimate"",""model_visible"":""YES"
scheduler,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v40i_authority_electrical_closure\dual_forensic\V40I_Q_RAW_SEARCH_INVENTORY.json,114,"      ""path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\NLR_scheduler_authority\\02_RADDiT\\data\\validation_sim.parquet"","
